"","UserID","MovieID","Rating","Timestamp","Gender","Age","Occupation_Code","occupation","Income_code","income_level","ZipCode"
"38",621,2987,3,975797689,"M",18,4,"college/grad_student",1,"low","93560"
"39",621,3793,4,975797420,"M",18,4,"college/grad_student",1,"low","93560"
"40",621,1260,4,975797643,"M",18,4,"college/grad_student",1,"low","93560"
"41",621,2644,3,975798016,"M",18,4,"college/grad_student",1,"low","93560"
"42",621,3481,4,975799468,"M",18,4,"college/grad_student",1,"low","93560"
"43",637,2987,4,975739468,"M",35,12,"programmer",3,"high","97132"
"44",637,2420,4,975736568,"M",35,12,"programmer",3,"high","97132"
"45",637,2644,4,975735307,"M",35,12,"programmer",3,"high","97132"
"46",637,1028,4,975737061,"M",35,12,"programmer",3,"high","97132"
"47",637,1031,2,975734290,"M",35,12,"programmer",3,"high","97132"
"48",637,3928,4,975733715,"M",35,12,"programmer",3,"high","97132"
"49",693,2987,3,975565762,"M",35,12,"programmer",3,"high","98103"
"50",727,3481,4,975631858,"M",35,11,"lawyer",3,"high","94061"
"51",727,1945,5,975565772,"M",35,11,"lawyer",3,"high","94061"
"52",727,50,3,975565751,"M",35,11,"lawyer",3,"high","94061"
"53",761,3793,5,975451053,"M",18,7,"executive/managerial",3,"high","99945"
"54",770,2987,5,975443902,"M",18,4,"college/grad_student",1,"low","98499"
"55",770,3793,3,975443754,"M",18,4,"college/grad_student",1,"low","98499"
"56",770,912,3,975489635,"M",18,4,"college/grad_student",1,"low","98499"
"57",770,2409,1,976184083,"M",18,4,"college/grad_student",1,"low","98499"
"58",770,1374,3,976183646,"M",18,4,"college/grad_student",1,"low","98499"
"59",770,10,3,976183921,"M",18,4,"college/grad_student",1,"low","98499"
"60",770,1028,3,976181784,"M",18,4,"college/grad_student",1,"low","98499"
"61",770,1036,3,976183592,"M",18,4,"college/grad_student",1,"low","98499"
"62",770,50,5,975489967,"M",18,4,"college/grad_student",1,"low","98499"
"63",865,1374,4,975281194,"M",35,1,"academic/educator",2,"medium","91711"
"64",869,2987,5,975277480,"M",18,20,"writer",2,"medium","92026"
"65",869,3793,4,975276031,"M",18,20,"writer",2,"medium","92026"
"66",869,1256,5,975393254,"M",18,20,"writer",2,"medium","92026"
"67",869,912,5,975393360,"M",18,20,"writer",2,"medium","92026"
"68",869,2644,4,975279358,"M",18,20,"writer",2,"medium","92026"
"69",869,3481,5,975276031,"M",18,20,"writer",2,"medium","92026"
"70",869,3861,2,975281481,"M",18,20,"writer",2,"medium","92026"
"71",869,1374,4,975276401,"M",18,20,"writer",2,"medium","92026"
"72",869,1945,2,975393678,"M",18,20,"writer",2,"medium","92026"
"73",869,10,3,975281838,"M",18,20,"writer",2,"medium","92026"
"74",869,1028,5,999376209,"M",18,20,"writer",2,"medium","92026"
"75",869,1036,4,975281657,"M",18,20,"writer",2,"medium","92026"
"76",869,50,3,975393098,"M",18,20,"writer",2,"medium","92026"
"77",869,2005,5,975281256,"M",18,20,"writer",2,"medium","92026"
"78",883,3481,4,975730224,"F",35,14,"sales/marketing",3,"high","92673"
"79",932,912,5,975186294,"F",35,6,"doctor/health_care",3,"high","97838"
"80",1020,1945,4,1011404037,"M",18,20,"writer",2,"medium","93455"
"81",1020,10,4,975007651,"M",18,20,"writer",2,"medium","93455"
"82",1020,337,4,1011404072,"M",18,20,"writer",2,"medium","93455"
"83",1021,1256,5,975007702,"M",35,0,"other",0,"other","94559"
"84",1021,912,5,975007103,"M",35,0,"other",0,"other","94559"
"85",1021,950,5,975007348,"M",35,0,"other",0,"other","94559"
"86",1021,1945,5,975007425,"M",35,0,"other",0,"other","94559"
"87",1021,50,5,995045680,"M",35,0,"other",0,"other","94559"
"88",1042,2005,2,974969180,"M",35,5,"customer_service",1,"low","92801"
"89",1055,2987,4,974952907,"M",35,0,"other",0,"other","91505"
"90",1067,3481,4,974950505,"M",35,12,"programmer",3,"high","94402"
"91",1067,306,4,974945464,"M",35,12,"programmer",3,"high","94402"
"92",1067,1945,4,974952597,"M",35,12,"programmer",3,"high","94402"
"93",1113,3793,4,974916594,"M",18,4,"college/grad_student",1,"low","97215"
"94",1113,1260,4,1033683689,"M",18,4,"college/grad_student",1,"low","97215"
"95",1113,3481,4,974927477,"M",18,4,"college/grad_student",1,"low","97215"
"96",1113,1036,4,974928705,"M",18,4,"college/grad_student",1,"low","97215"
"97",1113,50,5,974917039,"M",18,4,"college/grad_student",1,"low","97215"
"98",1113,2005,4,975612170,"M",18,4,"college/grad_student",1,"low","97215"
"99",1113,1212,5,998104558,"M",18,4,"college/grad_student",1,"low","97215"
"100",1120,2987,5,974911852,"M",18,4,"college/grad_student",1,"low","95616"
"101",1120,3793,4,974914054,"M",18,4,"college/grad_student",1,"low","95616"
"102",1120,912,5,975438367,"M",18,4,"college/grad_student",1,"low","95616"
"103",1120,2420,3,975537496,"M",18,4,"college/grad_student",1,"low","95616"
"104",1120,3481,5,974914033,"M",18,4,"college/grad_student",1,"low","95616"
"105",1120,1374,3,974911315,"M",18,4,"college/grad_student",1,"low","95616"
"106",1120,10,4,974913766,"M",18,4,"college/grad_student",1,"low","95616"
"107",1120,1028,4,975438262,"M",18,4,"college/grad_student",1,"low","95616"
"108",1120,1031,3,975438292,"M",18,4,"college/grad_student",1,"low","95616"
"109",1120,1036,3,974911750,"M",18,4,"college/grad_student",1,"low","95616"
"110",1120,50,5,975436285,"M",18,4,"college/grad_student",1,"low","95616"
"111",1120,2005,4,975537410,"M",18,4,"college/grad_student",1,"low","95616"
"112",1132,2987,5,974888266,"M",18,12,"programmer",3,"high","98225"
"113",1132,1374,4,974888810,"M",18,12,"programmer",3,"high","98225"
"114",1132,50,5,974888306,"M",18,12,"programmer",3,"high","98225"
"115",1132,2005,5,974890483,"M",18,12,"programmer",3,"high","98225"
"116",1174,3481,5,974857972,"F",18,16,"self-employed",2,"medium","91780"
"117",1209,2987,2,974845058,"M",35,7,"executive/managerial",3,"high","94127"
"118",1209,2409,4,974844689,"M",35,7,"executive/managerial",3,"high","94127"
"119",1209,2420,3,974843675,"M",35,7,"executive/managerial",3,"high","94127"
"120",1209,3481,3,974843122,"M",35,7,"executive/managerial",3,"high","94127"
"121",1209,1031,3,974844524,"M",35,7,"executive/managerial",3,"high","94127"
"122",1209,1036,4,974844946,"M",35,7,"executive/managerial",3,"high","94127"
"123",1209,2005,4,974845397,"M",35,7,"executive/managerial",3,"high","94127"
"124",1243,3793,4,974854247,"M",35,15,"scientist",3,"high","92627"
"125",1243,912,5,974831457,"M",35,15,"scientist",3,"high","92627"
"126",1243,1374,4,978996906,"M",35,15,"scientist",3,"high","92627"
"127",1243,1028,4,994719657,"M",35,15,"scientist",3,"high","92627"
"128",1243,1036,4,999642292,"M",35,15,"scientist",3,"high","92627"
"129",1248,1256,5,974829457,"F",35,20,"writer",2,"medium","94598"
"130",1248,50,5,975625134,"F",35,20,"writer",2,"medium","94598"
"131",1279,2987,2,974857870,"M",35,1,"academic/educator",2,"medium","98502"
"132",1279,912,3,974795138,"M",35,1,"academic/educator",2,"medium","98502"
"133",1279,3481,2,974857963,"M",35,1,"academic/educator",2,"medium","98502"
"134",1279,306,5,974797217,"M",35,1,"academic/educator",2,"medium","98502"
"135",1279,337,3,974857310,"M",35,1,"academic/educator",2,"medium","98502"
"136",1279,1028,3,974857893,"M",35,1,"academic/educator",2,"medium","98502"
"137",1279,1036,2,974856657,"M",35,1,"academic/educator",2,"medium","98502"
"138",1279,50,2,974802115,"M",35,1,"academic/educator",2,"medium","98502"
"139",1279,381,4,974853396,"M",35,1,"academic/educator",2,"medium","98502"
"140",1285,2987,4,975457932,"M",35,4,"college/grad_student",1,"low","98125"
"141",1285,3793,5,974792648,"M",35,4,"college/grad_student",1,"low","98125"
"142",1285,1256,5,974967614,"M",35,4,"college/grad_student",1,"low","98125"
"143",1285,1260,4,974967577,"M",35,4,"college/grad_student",1,"low","98125"
"144",1285,912,5,974967577,"M",35,4,"college/grad_student",1,"low","98125"
"145",1285,2409,3,976320607,"M",35,4,"college/grad_student",1,"low","98125"
"146",1285,2420,3,975458413,"M",35,4,"college/grad_student",1,"low","98125"
"147",1285,2644,5,976320796,"M",35,4,"college/grad_student",1,"low","98125"
"148",1285,3481,4,974792619,"M",35,4,"college/grad_student",1,"low","98125"
"149",1285,3861,4,974792729,"M",35,4,"college/grad_student",1,"low","98125"
"150",1285,1374,5,975657247,"M",35,4,"college/grad_student",1,"low","98125"
"151",1285,306,4,974793567,"M",35,4,"college/grad_student",1,"low","98125"
"152",1285,1945,5,975914908,"M",35,4,"college/grad_student",1,"low","98125"
"153",1285,10,2,974876079,"M",35,4,"college/grad_student",1,"low","98125"
"154",1285,337,4,974791777,"M",35,4,"college/grad_student",1,"low","98125"
"155",1285,1028,5,975658182,"M",35,4,"college/grad_student",1,"low","98125"
"156",1285,1036,5,975457561,"M",35,4,"college/grad_student",1,"low","98125"
"157",1285,50,5,974793450,"M",35,4,"college/grad_student",1,"low","98125"
"158",1285,2005,2,975458177,"M",35,4,"college/grad_student",1,"low","98125"
"159",1285,1211,5,975458413,"M",35,4,"college/grad_student",1,"low","98125"
"160",1288,1211,4,974793783,"F",35,19,"unemployed",1,"low","92867"
"161",1290,2987,4,974791436,"M",35,0,"other",0,"other","91504"
"162",1290,3793,4,974791474,"M",35,0,"other",0,"other","91504"
"163",1350,337,5,974772871,"F",35,0,"other",0,"other","90278"
"164",1350,1036,2,974773843,"F",35,0,"other",0,"other","90278"
"165",1352,3793,3,975471758,"M",35,20,"writer",2,"medium","94122"
"166",1352,1260,5,1029382087,"M",35,20,"writer",2,"medium","94122"
"167",1352,50,4,975471819,"M",35,20,"writer",2,"medium","94122"
"168",1353,2987,5,974771685,"M",1,10,"K-12_student",1,"low","95926"
"169",1372,3793,3,974769407,"M",1,10,"K-12_student",1,"low","95123"
"170",1384,3793,3,975642251,"M",18,10,"K-12_student",1,"low","98058"
"171",1384,3481,4,975642251,"M",18,10,"K-12_student",1,"low","98058"
"172",1390,3481,4,991717979,"M",35,16,"self-employed",2,"medium","99352"
"173",1390,3861,2,1002071907,"M",35,16,"self-employed",2,"medium","99352"
"174",1390,1374,3,991715559,"M",35,16,"self-employed",2,"medium","99352"
"175",1390,10,4,991715969,"M",35,16,"self-employed",2,"medium","99352"
"176",1390,1036,5,974766834,"M",35,16,"self-employed",2,"medium","99352"
"177",1390,381,5,1016497342,"M",35,16,"self-employed",2,"medium","99352"
"178",1439,1260,3,974757709,"M",35,3,"clerical/admin",2,"medium","98037"
"179",1440,2987,3,974758693,"M",35,12,"programmer",3,"high","94520"
"180",1440,3481,3,974760351,"M",35,12,"programmer",3,"high","94520"
"181",1440,1036,3,974758647,"M",35,12,"programmer",3,"high","94520"
"182",1440,1211,5,974758978,"M",35,12,"programmer",3,"high","94520"
"183",1450,3481,2,974756976,"M",18,4,"college/grad_student",1,"low","94704"
"184",1460,3481,2,974774516,"F",18,4,"college/grad_student",1,"low","95132"
"185",1460,1028,1,974755778,"F",18,4,"college/grad_student",1,"low","95132"
"186",1507,2987,5,974748747,"M",35,17,"technician/engineer",3,"high","95476"
"187",1507,1256,5,974748656,"M",35,17,"technician/engineer",3,"high","95476"
"188",1507,3481,4,974748045,"M",35,17,"technician/engineer",3,"high","95476"
"189",1614,10,4,974729895,"M",35,0,"other",0,"other","90027"
"190",1638,2987,4,974839044,"F",18,17,"technician/engineer",3,"high","95405"
"191",1638,3481,5,974839199,"F",18,17,"technician/engineer",3,"high","95405"
"192",1638,50,5,974839875,"F",18,17,"technician/engineer",3,"high","95405"
"193",1647,2987,4,974806778,"M",18,18,"tradesman/craftsman",2,"medium","98118"
"194",1647,3793,4,974713999,"M",18,18,"tradesman/craftsman",2,"medium","98118"
"195",1647,2409,4,986455277,"M",18,18,"tradesman/craftsman",2,"medium","98118"
"196",1647,2420,4,974808110,"M",18,18,"tradesman/craftsman",2,"medium","98118"
"197",1647,3861,3,986454239,"M",18,18,"tradesman/craftsman",2,"medium","98118"
"198",1647,1374,5,974712578,"M",18,18,"tradesman/craftsman",2,"medium","98118"
"199",1647,10,3,1027846245,"M",18,18,"tradesman/craftsman",2,"medium","98118"
"200",1647,1028,4,974806662,"M",18,18,"tradesman/craftsman",2,"medium","98118"
"201",1647,1031,2,974806713,"M",18,18,"tradesman/craftsman",2,"medium","98118"
"202",1647,1036,4,986455409,"M",18,18,"tradesman/craftsman",2,"medium","98118"
"203",1647,2005,3,974806839,"M",18,18,"tradesman/craftsman",2,"medium","98118"
"204",1649,912,5,974712517,"M",18,19,"unemployed",1,"low","98034"
"205",1649,2005,3,974711961,"M",18,19,"unemployed",1,"low","98034"
"206",1655,2987,5,974833574,"M",18,4,"college/grad_student",1,"low","94507"
"207",1655,3793,4,975909859,"M",18,4,"college/grad_student",1,"low","94507"
"208",1655,3481,4,1010009659,"M",18,4,"college/grad_student",1,"low","94507"
"209",1655,1036,4,976214397,"M",18,4,"college/grad_student",1,"low","94507"
"210",1655,50,5,995586718,"M",18,4,"college/grad_student",1,"low","94507"
"211",1655,2005,5,974739799,"M",18,4,"college/grad_student",1,"low","94507"
"212",1658,2987,4,974716717,"F",35,6,"doctor/health_care",3,"high","94214"
"213",1658,3793,4,974715477,"F",35,6,"doctor/health_care",3,"high","94214"
"214",1658,1256,4,974717370,"F",35,6,"doctor/health_care",3,"high","94214"
"215",1658,912,4,974717945,"F",35,6,"doctor/health_care",3,"high","94214"
"216",1658,3481,4,974717455,"F",35,6,"doctor/health_care",3,"high","94214"
"217",1658,1374,4,974715527,"F",35,6,"doctor/health_care",3,"high","94214"
"218",1658,306,5,974711569,"F",35,6,"doctor/health_care",3,"high","94214"
"219",1658,50,3,974711299,"F",35,6,"doctor/health_care",3,"high","94214"
"220",1658,2005,4,974716243,"F",35,6,"doctor/health_care",3,"high","94214"
"221",1659,3481,3,974711654,"F",18,9,"homemaker",1,"low","99703"
"222",1673,1374,4,974950868,"M",1,10,"K-12_student",1,"low","98043-3621"
"223",1686,3481,4,974708281,"M",35,12,"programmer",3,"high","94062"
"224",1689,2987,4,974708966,"M",35,5,"customer_service",1,"low","98465"
"225",1689,3793,4,974708739,"M",35,5,"customer_service",1,"low","98465"
"226",1689,1374,4,974709005,"M",35,5,"customer_service",1,"low","98465"
"227",1689,50,5,974711110,"M",35,5,"customer_service",1,"low","98465"
"228",1689,2005,3,974709443,"M",35,5,"customer_service",1,"low","98465"
"229",1690,2987,5,974714466,"M",35,16,"self-employed",2,"medium","98029"
"230",1690,3793,4,974714475,"M",35,16,"self-employed",2,"medium","98029"
"231",1690,3481,4,974708727,"M",35,16,"self-employed",2,"medium","98029"
"232",1690,337,2,974712698,"M",35,16,"self-employed",2,"medium","98029"
"233",1690,50,5,974709848,"M",35,16,"self-employed",2,"medium","98029"
"234",1692,950,4,974709560,"M",35,20,"writer",2,"medium","97333"
"235",1692,2644,4,974711522,"M",35,20,"writer",2,"medium","97333"
"236",1692,1036,3,974710634,"M",35,20,"writer",2,"medium","97333"
"237",1692,50,5,974709360,"M",35,20,"writer",2,"medium","97333"
"238",1697,2987,5,974708856,"F",18,4,"college/grad_student",1,"low","98052"
"239",1697,1256,4,974797088,"F",18,4,"college/grad_student",1,"low","98052"
"240",1697,912,4,974707073,"F",18,4,"college/grad_student",1,"low","98052"
"241",1697,1374,3,974796632,"F",18,4,"college/grad_student",1,"low","98052"
"242",1697,1028,5,974797667,"F",18,4,"college/grad_student",1,"low","98052"
"243",1697,1036,5,974708055,"F",18,4,"college/grad_student",1,"low","98052"
"244",1697,50,4,974734312,"F",18,4,"college/grad_student",1,"low","98052"
"245",1697,381,3,974708719,"F",18,4,"college/grad_student",1,"low","98052"
"246",1698,2987,5,974771150,"M",35,2,"artist",1,"low","97214"
"247",1698,3793,5,974773144,"M",35,2,"artist",1,"low","97214"
"248",1698,1256,5,974770930,"M",35,2,"artist",1,"low","97214"
"249",1698,1260,5,974770887,"M",35,2,"artist",1,"low","97214"
"250",1698,912,5,974772315,"M",35,2,"artist",1,"low","97214"
"251",1698,2409,3,975872548,"M",35,2,"artist",1,"low","97214"
"252",1698,2644,5,974771057,"M",35,2,"artist",1,"low","97214"
"253",1698,3481,5,974709652,"M",35,2,"artist",1,"low","97214"
"254",1698,1374,5,974773106,"M",35,2,"artist",1,"low","97214"
"255",1698,306,4,974707976,"M",35,2,"artist",1,"low","97214"
"256",1698,1945,4,974772315,"M",35,2,"artist",1,"low","97214"
"257",1698,10,2,975872297,"M",35,2,"artist",1,"low","97214"
"258",1698,337,5,975874251,"M",35,2,"artist",1,"low","97214"
"259",1698,1028,4,974770389,"M",35,2,"artist",1,"low","97214"
"260",1698,1036,4,975871781,"M",35,2,"artist",1,"low","97214"
"261",1698,50,4,974707976,"M",35,2,"artist",1,"low","97214"
"262",1698,2005,2,974771748,"M",35,2,"artist",1,"low","97214"
"263",1698,1211,5,975875343,"M",35,2,"artist",1,"low","97214"
"264",1698,1212,5,974772244,"M",35,2,"artist",1,"low","97214"
"265",1710,2987,5,974707436,"M",18,0,"other",0,"other","94530"
"266",1710,3793,4,974707580,"M",18,0,"other",0,"other","94530"
"267",1710,3481,5,983745110,"M",18,0,"other",0,"other","94530"
"268",1710,50,5,1012880665,"M",18,0,"other",0,"other","94530"
"269",1720,3481,4,974705044,"M",18,4,"college/grad_student",1,"low","94720"
"270",1741,3793,4,974707447,"M",35,7,"executive/managerial",3,"high","91107"
"271",1741,912,5,974710533,"M",35,7,"executive/managerial",3,"high","91107"
"272",1741,1374,5,974707382,"M",35,7,"executive/managerial",3,"high","91107"
"273",1741,306,4,974710706,"M",35,7,"executive/managerial",3,"high","91107"
"274",1741,1945,5,974710706,"M",35,7,"executive/managerial",3,"high","91107"
"275",1741,10,3,974709724,"M",35,7,"executive/managerial",3,"high","91107"
"276",1741,1036,5,974709005,"M",35,7,"executive/managerial",3,"high","91107"
"277",1741,1211,3,974711964,"M",35,7,"executive/managerial",3,"high","91107"
"278",1753,912,5,974705012,"M",35,6,"doctor/health_care",3,"high","90803"
"279",1753,3481,5,974702150,"M",35,6,"doctor/health_care",3,"high","90803"
"280",1753,3861,3,974702318,"M",35,6,"doctor/health_care",3,"high","90803"
"281",1753,306,5,974705340,"M",35,6,"doctor/health_care",3,"high","90803"
"282",1753,10,3,974703085,"M",35,6,"doctor/health_care",3,"high","90803"
"283",1753,2005,5,974704530,"M",35,6,"doctor/health_care",3,"high","90803"
"284",1778,2987,4,974701682,"M",18,4,"college/grad_student",1,"low","94704"
"285",1778,3793,5,974701719,"M",18,4,"college/grad_student",1,"low","94704"
"286",1778,2409,3,975663866,"M",18,4,"college/grad_student",1,"low","94704"
"287",1778,2420,4,975716326,"M",18,4,"college/grad_student",1,"low","94704"
"288",1778,3861,4,974707909,"M",18,4,"college/grad_student",1,"low","94704"
"289",1778,1374,4,974749003,"M",18,4,"college/grad_student",1,"low","94704"
"290",1778,10,4,975912219,"M",18,4,"college/grad_student",1,"low","94704"
"291",1778,1028,4,974722355,"M",18,4,"college/grad_student",1,"low","94704"
"292",1778,1036,4,976010317,"M",18,4,"college/grad_student",1,"low","94704"
"293",1778,381,4,974704047,"M",18,4,"college/grad_student",1,"low","94704"
"294",1864,3928,5,974695398,"M",35,7,"executive/managerial",3,"high","94306"
"295",1888,1374,4,974694200,"M",35,12,"programmer",3,"high","95124"
"296",1888,3928,3,974692459,"M",35,12,"programmer",3,"high","95124"
"297",1893,3481,3,974692262,"F",35,0,"other",0,"other","90024"
"298",1893,337,4,974691796,"F",35,0,"other",0,"other","90024"
"299",1903,2987,3,974693779,"M",35,0,"other",0,"other","90401"
"300",1903,1256,5,974691095,"M",35,0,"other",0,"other","90401"
"301",1903,1260,5,974694987,"M",35,0,"other",0,"other","90401"
"302",1903,912,5,974693455,"M",35,0,"other",0,"other","90401"
"303",1903,1374,3,974693897,"M",35,0,"other",0,"other","90401"
"304",1903,306,5,974693312,"M",35,0,"other",0,"other","90401"
"305",1903,50,5,974695078,"M",35,0,"other",0,"other","90401"
"306",1905,912,5,974691120,"F",35,20,"writer",2,"medium","94118"
"307",1905,950,3,974692203,"F",35,20,"writer",2,"medium","94118"
"308",1905,1212,5,974691340,"F",35,20,"writer",2,"medium","94118"
"309",1907,1256,4,974691235,"M",35,17,"technician/engineer",3,"high","94804"
"310",1907,912,5,974691621,"M",35,17,"technician/engineer",3,"high","94804"
"311",1907,1212,4,974691235,"M",35,17,"technician/engineer",3,"high","94804"
"312",1910,3793,3,974694166,"M",1,10,"K-12_student",1,"low","94707"
"313",1910,3481,1,974695360,"M",1,10,"K-12_student",1,"low","94707"
"314",1911,912,3,974836287,"F",18,4,"college/grad_student",1,"low","92805"
"315",1911,337,4,974690261,"F",18,4,"college/grad_student",1,"low","92805"
"316",1911,50,3,974835997,"F",18,4,"college/grad_student",1,"low","92805"
"317",1923,3793,4,974691251,"M",35,7,"executive/managerial",3,"high","90026"
"318",1923,3928,1,974689867,"M",35,7,"executive/managerial",3,"high","90026"
"319",1927,1260,4,974690321,"M",35,7,"executive/managerial",3,"high","94806"
"320",1927,1212,5,974690321,"M",35,7,"executive/managerial",3,"high","94806"
"321",1927,3928,5,974689814,"M",35,7,"executive/managerial",3,"high","94806"
"322",1928,3481,3,974689670,"M",1,10,"K-12_student",1,"low","94501"
"323",1928,10,3,975189052,"M",1,10,"K-12_student",1,"low","94501"
"324",1928,50,5,974692536,"M",1,10,"K-12_student",1,"low","94501"
"325",1944,3481,5,974699779,"F",18,4,"college/grad_student",1,"low","93107"
"326",1944,50,5,974693427,"F",18,4,"college/grad_student",1,"low","93107"
"327",1949,3793,3,974696178,"M",18,17,"technician/engineer",3,"high","92595"
"328",1949,1374,5,974695691,"M",18,17,"technician/engineer",3,"high","92595"
"329",1949,337,4,974693885,"M",18,17,"technician/engineer",3,"high","92595"
"330",1949,1036,5,974690849,"M",18,17,"technician/engineer",3,"high","92595"
"331",1949,50,5,974690138,"M",18,17,"technician/engineer",3,"high","92595"
"332",1952,3793,3,975997922,"M",35,1,"academic/educator",2,"medium","91030"
"333",1952,3481,3,975997897,"M",35,1,"academic/educator",2,"medium","91030"
"334",1952,306,3,976646988,"M",35,1,"academic/educator",2,"medium","91030"
"335",1952,50,5,974956469,"M",35,1,"academic/educator",2,"medium","91030"
"336",1984,2987,5,974686670,"M",18,10,"K-12_student",1,"low","92130"
"337",1984,912,3,974683352,"M",18,10,"K-12_student",1,"low","92130"
"338",1984,3481,4,974685806,"M",18,10,"K-12_student",1,"low","92130"
"339",1984,1374,4,974769930,"M",18,10,"K-12_student",1,"low","92130"
"340",1984,1945,3,974685309,"M",18,10,"K-12_student",1,"low","92130"
"341",1984,50,4,974683793,"M",18,10,"K-12_student",1,"low","92130"
"342",1984,1212,4,974684528,"M",18,10,"K-12_student",1,"low","92130"
"343",1993,3481,3,974681833,"M",35,17,"technician/engineer",3,"high","99508"
"344",2161,3481,4,974616535,"F",35,2,"artist",1,"low","95521"
"345",2161,306,5,974616789,"F",35,2,"artist",1,"low","95521"
"346",2161,1945,5,974619280,"F",35,2,"artist",1,"low","95521"
"347",2161,50,5,974616710,"F",35,2,"artist",1,"low","95521"
"348",2161,1211,5,974619162,"F",35,2,"artist",1,"low","95521"
"349",2166,3793,3,974612548,"M",1,10,"K-12_student",1,"low","99203"
"350",2166,10,4,974614625,"M",1,10,"K-12_student",1,"low","99203"
"351",2166,1036,5,974615571,"M",1,10,"K-12_student",1,"low","99203"
"352",2177,2987,3,974610119,"F",35,20,"writer",2,"medium","95451"
"353",2177,1256,1,974612501,"F",35,20,"writer",2,"medium","95451"
"354",2177,912,5,974609855,"F",35,20,"writer",2,"medium","95451"
"355",2177,3481,5,974612870,"F",35,20,"writer",2,"medium","95451"
"356",2177,306,1,974613374,"F",35,20,"writer",2,"medium","95451"
"357",2177,1028,4,974611832,"F",35,20,"writer",2,"medium","95451"
"358",2177,1212,3,974612133,"F",35,20,"writer",2,"medium","95451"
"359",2236,3793,4,974597251,"M",1,10,"K-12_student",1,"low","96782"
"360",2236,3481,3,974596866,"M",1,10,"K-12_student",1,"low","96782"
"361",2236,3861,4,974597372,"M",1,10,"K-12_student",1,"low","96782"
"362",2345,912,3,974413109,"M",35,16,"self-employed",2,"medium","98031"
"363",2354,3793,3,974398925,"M",35,11,"lawyer",3,"high","94306"
"364",2354,1374,5,974399049,"M",35,11,"lawyer",3,"high","94306"
"365",2486,912,4,974142991,"M",18,12,"programmer",3,"high","98105"
"366",2486,1945,5,974143071,"M",18,12,"programmer",3,"high","98105"
"367",2486,337,3,974143049,"M",18,12,"programmer",3,"high","98105"
"368",2529,2987,5,974062406,"F",35,9,"homemaker",1,"low","95903"
"369",2529,3793,3,1005693989,"F",35,9,"homemaker",1,"low","95903"
"370",2529,1256,4,984802334,"F",35,9,"homemaker",1,"low","95903"
"371",2529,2420,4,974059312,"F",35,9,"homemaker",1,"low","95903"
"372",2529,2644,3,974057394,"F",35,9,"homemaker",1,"low","95903"
"373",2529,1374,5,974055358,"F",35,9,"homemaker",1,"low","95903"
